data_class,Project ID,Monitoring Location ID,Monitoring Location Name,AU,Activity ID,Activity Type,Activity Media Name,Activity Media Subdivision,Activity Start Date,Activity Start Time,Activity Start Time Zone,Activity Depth/Height Measure,Activity Depth/Height Unit,Sample Collection Method ID,Sample Collection Equipment Name,Sample Collection Equipment Comment,Characteristic Name,Method Speciation,Result Detection Condition,Result Value,Result Unit,Result Measure Qualifier,Result Sample Fraction,Result Status ID,Statistical Base Code,Result Value Type,Result Analytical Method ID,Result Analytical Method Context,Analysis Start Date,Result Detection/Quantitation Limit Type,Result Detection/Quantitation Limit Measure,Result Detection/Quantitation Limit Unit,Result Comment,Activity Comment,WQP Result ID
legacy,lp10,lp10-Outfall,Outfall,ID17060305CL010_02,lp10-Outfall-8/22/2000-9:00-SR,Sample-Routine,Water,Surface Water,8/22/2000,00:00.0,PST,NULL,NULL,NULL,NULL,NULL,Flow,NULL,NULL,1.261,cfs,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Outfall,Outfall,ID17060305CL010_02,lp10-Outfall-9/5/2000-9:00-SR,Sample-Routine,Water,Surface Water,9/5/2000,00:00.0,PST,NULL,NULL,NULL,NULL,NULL,Flow,NULL,NULL,1.377,cfs,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Outfall,Outfall,ID17060305CL010_02,lp10-Outfall-9/19/2000-8:20-SR,Sample-Routine,Water,Surface Water,9/19/2000,20:00.0,PST,NULL,NULL,NULL,NULL,NULL,Flow,NULL,NULL,0.735,cfs,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Outfall,Outfall,ID17060305CL010_02,lp10-Outfall-10/3/2000-8:20-SR,Sample-Routine,Water,Surface Water,10/3/2000,20:00.0,PST,NULL,NULL,NULL,NULL,NULL,Flow,NULL,NULL,0.859,cfs,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Outfall,Outfall,ID17060305CL010_02,lp10-Outfall-11/16/2000-9:30-SR,Sample-Routine,Water,Surface Water,11/16/2000,30:00.0,PST,NULL,NULL,NULL,NULL,NULL,Flow,NULL,NULL,0.735,cfs,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DDS,NULL
legacy,lp10,lp10-Outfall,Outfall,ID17060305CL010_02,lp10-Outfall-12/11/2000-11:00-SR,Sample-Routine,Water,Surface Water,12/11/2000,00:00.0,PST,NULL,NULL,NULL,NULL,NULL,Flow,NULL,NULL,0.74,cfs,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DDS,NULL
legacy,lp10,lp10-Outfall,Outfall,ID17060305CL010_02,lp10-Outfall-1/17/2001-11:00-SR,Sample-Routine,Water,Surface Water,1/17/2001,00:00.0,PST,NULL,NULL,NULL,NULL,NULL,Flow,NULL,NULL,0.896,cfs,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DDS,NULL
legacy,lp10,lp10-Mouth,Mouth,ID17060305CL010_02T,lp10-Mouth-3/8/2001--SR,Sample-Routine,Water,Surface Water,3/8/2001,NULL,PST,NULL,NULL,NULL,NULL,NULL,Flow,NULL,NULL,48,cfs,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
legacy,lp10,lp10-Mouth,Mouth,ID17060305CL010_02T,lp10-Mouth-3/9/2001--SR,Sample-Routine,Water,Surface Water,3/9/2001,NULL,PST,NULL,NULL,NULL,NULL,NULL,Flow,NULL,NULL,163,cfs,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
legacy,lp10,lp10-Mouth,Mouth,ID17060305CL010_02T,lp10-Mouth-3/10/2001--SR,Sample-Routine,Water,Surface Water,3/10/2001,NULL,PST,NULL,NULL,NULL,NULL,NULL,Flow,NULL,NULL,73,cfs,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
legacy,lp10,lp10-Mouth,Mouth,ID17060305CL010_02T,lp10-Mouth-3/13/2001--SR,Sample-Routine,Water,Surface Water,3/13/2001,NULL,PST,NULL,NULL,NULL,NULL,NULL,Flow,NULL,NULL,43,cfs,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
legacy,lp10,lp10-Above Outfall,Above Outfall,ID17060305CL010_02,lp10-Above Outfall-2/22/2000--SR,Sample-Routine,Water,Surface Water,2/22/2000,NULL,PST,NULL,NULL,NULL,NULL,NULL,Fecal Coliform,NULL,NULL,110,#/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Above Outfall,Above Outfall,ID17060305CL010_02,lp10-Above Outfall-3/7/2000-8:20-SR,Sample-Routine,Water,Surface Water,3/7/2000,20:00.0,PST,NULL,NULL,NULL,NULL,NULL,Fecal Coliform,NULL,NULL,150,#/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Above Outfall,Above Outfall,ID17060305CL010_02,lp10-Above Outfall-3/21/2000-8:05-SR,Sample-Routine,Water,Surface Water,3/21/2000,05:00.0,PST,NULL,NULL,NULL,NULL,NULL,Fecal Coliform,NULL,NULL,80,#/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Above Outfall,Above Outfall,ID17060305CL010_02,lp10-Above Outfall-4/4/2000-8:00-SR,Sample-Routine,Water,Surface Water,4/4/2000,00:00.0,PST,NULL,NULL,NULL,NULL,NULL,Fecal Coliform,NULL,NULL,54,#/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Above Outfall,Above Outfall,ID17060305CL010_02,lp10-Above Outfall-4/18/2000-8:00-SR,Sample-Routine,Water,Surface Water,4/18/2000,00:00.0,PST,NULL,NULL,NULL,NULL,NULL,Fecal Coliform,NULL,NULL,130,#/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Above Outfall,Above Outfall,ID17060305CL010_02,lp10-Above Outfall-5/2/2000-8:00-SR,Sample-Routine,Water,Surface Water,5/2/2000,00:00.0,PST,NULL,NULL,NULL,NULL,NULL,Fecal Coliform,NULL,NULL,560,#/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Above Outfall,Above Outfall,ID17060305CL010_02,lp10-Above Outfall-5/16/2000-8:30-SR,Sample-Routine,Water,Surface Water,5/16/2000,30:00.0,PST,NULL,NULL,NULL,NULL,NULL,Fecal Coliform,NULL,NULL,340,#/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Above Outfall,Above Outfall,ID17060305CL010_02,lp10-Above Outfall-5/30/2000-8:00-SR,Sample-Routine,Water,Surface Water,5/30/2000,00:00.0,PST,NULL,NULL,NULL,NULL,NULL,Fecal Coliform,NULL,NULL,1400,#/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Below Outfall,Below Outfall,ID17060305CL010_02,lp10-Below Outfall-2/22/2000-9:00-SR,Sample-Routine,Water,Surface Water,2/22/2000,00:00.0,PST,NULL,NULL,NULL,NULL,NULL,Fecal Coliform,NULL,NULL,54,#/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Below Outfall,Below Outfall,ID17060305CL010_02,lp10-Below Outfall-3/7/2000-8:50-SR,Sample-Routine,Water,Surface Water,3/7/2000,50:00.0,PST,NULL,NULL,NULL,NULL,NULL,Fecal Coliform,NULL,NULL,54,#/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Below Outfall,Below Outfall,ID17060305CL010_02,lp10-Below Outfall-3/21/2000-8:50-SR,Sample-Routine,Water,Surface Water,3/21/2000,50:00.0,PST,NULL,NULL,NULL,NULL,NULL,Fecal Coliform,NULL,NULL,410,#/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Below Outfall,Below Outfall,ID17060305CL010_02,lp10-Below Outfall-4/4/2000-8:35-SR,Sample-Routine,Water,Surface Water,4/4/2000,35:00.0,PST,NULL,NULL,NULL,NULL,NULL,Fecal Coliform,NULL,NULL,50,#/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Below Outfall,Below Outfall,ID17060305CL010_02,lp10-Below Outfall-4/18/2000-8:35-SR,Sample-Routine,Water,Surface Water,4/18/2000,35:00.0,PST,NULL,NULL,NULL,NULL,NULL,Fecal Coliform,NULL,NULL,200,#/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Below Outfall,Below Outfall,ID17060305CL010_02,lp10-Below Outfall-5/2/2000-8:15-SR,Sample-Routine,Water,Surface Water,5/2/2000,15:00.0,PST,NULL,NULL,NULL,NULL,NULL,Fecal Coliform,NULL,NULL,210,#/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Below Outfall,Below Outfall,ID17060305CL010_02,lp10-Below Outfall-5/30/2000-8:15-SR,Sample-Routine,Water,Surface Water,5/30/2000,15:00.0,PST,NULL,NULL,NULL,NULL,NULL,Fecal Coliform,NULL,NULL,1500,#/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Mouth,Mouth,ID17060305CL010_02T,lp10-Mouth-2/22/2000-6:50-SR,Sample-Routine,Water,Surface Water,2/22/2000,50:00.0,PST,NULL,NULL,NULL,NULL,NULL,Fecal Coliform,NULL,NULL,15,#/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Mouth,Mouth,ID17060305CL010_02T,lp10-Mouth-3/7/2000-7:05-SR,Sample-Routine,Water,Surface Water,3/7/2000,05:00.0,PST,NULL,NULL,NULL,NULL,NULL,Fecal Coliform,NULL,NULL,4,#/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Mouth,Mouth,ID17060305CL010_02T,lp10-Mouth-3/21/2000-6:45-SR,Sample-Routine,Water,Surface Water,3/21/2000,45:00.0,PST,NULL,NULL,NULL,NULL,NULL,Fecal Coliform,NULL,NULL,10,#/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Mouth,Mouth,ID17060305CL010_02T,lp10-Mouth-4/4/2000-6:50-SR,Sample-Routine,Water,Surface Water,4/4/2000,50:00.0,PST,NULL,NULL,NULL,NULL,NULL,Fecal Coliform,NULL,NULL,7,#/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
external,lp5,lp5-TCC-9,Cottonwood Creek Mouth,ID17060305CL002_04T,lp5-TCC-9-3/15/2006-11:00-SR,Sample-Routine,Water,Surface Water,3/15/2006,00:00.0,PST,NULL,NULL,IASCD 2007,Water Bottle,NULL,Orthophosphate,as P,NULL,2.90E-02,mg/L,NULL,"Filtered, field",Accepted,NULL,Actual,365.2,USEPA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp5,lp5-TCC-1,South Fork Cottonwood Creek,ID17060305CL008_03,lp5-TCC-1-2/3/2005-13:30-SR,Sample-Routine,Water,Surface Water,2/3/2005,30:00.0,PST,NULL,NULL,IASCD 2007,Water Bottle,NULL,"Total Phosphorus, mixed forms",as P,NULL,0.11,mg/L,NULL,Unfiltered,Accepted,NULL,Actual,365.4,USEPA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp5,lp5-TCC-1,South Fork Cottonwood Creek,ID17060305CL008_03,lp5-TCC-1-2/16/2005-13:00-SR,Sample-Routine,Water,Surface Water,2/16/2005,00:00.0,PST,NULL,NULL,IASCD 2007,Water Bottle,NULL,"Total Phosphorus, mixed forms",as P,NULL,0.12,mg/L,NULL,Unfiltered,Accepted,NULL,Actual,365.4,USEPA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp5,lp5-TCC-1,South Fork Cottonwood Creek,ID17060305CL008_03,lp5-TCC-1-3/3/2005-14:00-SR,Sample-Routine,Water,Surface Water,3/3/2005,00:00.0,PST,NULL,NULL,IASCD 2007,Water Bottle,NULL,"Total Phosphorus, mixed forms",as P,NULL,0.14,mg/L,NULL,Unfiltered,Accepted,NULL,Actual,365.4,USEPA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp5,lp5-TCC-1,South Fork Cottonwood Creek,ID17060305CL008_03,lp5-TCC-1-3/16/2005-14:00-SR,Sample-Routine,Water,Surface Water,3/16/2005,00:00.0,PST,NULL,NULL,IASCD 2007,Water Bottle,NULL,"Total Phosphorus, mixed forms",as P,NULL,0.15,mg/L,NULL,Unfiltered,Accepted,NULL,Actual,365.4,USEPA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp5,lp5-TCC-1,South Fork Cottonwood Creek,ID17060305CL008_03,lp5-TCC-1-3/30/2005-17:00-SR,Sample-Routine,Water,Surface Water,3/30/2005,00:00.0,PST,NULL,NULL,IASCD 2007,Water Bottle,NULL,"Total Phosphorus, mixed forms",as P,NULL,0.24,mg/L,NULL,Unfiltered,Accepted,NULL,Actual,365.4,USEPA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp5,lp5-TCC-1,South Fork Cottonwood Creek,ID17060305CL008_03,lp5-TCC-1-4/13/2005-15:00-SR,Sample-Routine,Water,Surface Water,4/13/2005,00:00.0,PST,NULL,NULL,IASCD 2007,Water Bottle,NULL,"Total Phosphorus, mixed forms",as P,NULL,1.1,mg/L,NULL,Unfiltered,Accepted,NULL,Actual,365.4,USEPA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp5,lp5-TCC-1,South Fork Cottonwood Creek,ID17060305CL008_03,lp5-TCC-1-4/27/2005-15:00-SR,Sample-Routine,Water,Surface Water,4/27/2005,00:00.0,PST,NULL,NULL,IASCD 2007,Water Bottle,NULL,"Total Phosphorus, mixed forms",as P,NULL,0.27,mg/L,NULL,Unfiltered,Accepted,NULL,Actual,365.4,USEPA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp5,lp5-TCC-1,South Fork Cottonwood Creek,ID17060305CL008_03,lp5-TCC-1-5/11/2005-15:00-SR,Sample-Routine,Water,Surface Water,5/11/2005,00:00.0,PST,NULL,NULL,IASCD 2007,Water Bottle,NULL,"Total Phosphorus, mixed forms",as P,NULL,0.43,mg/L,NULL,Unfiltered,Accepted,NULL,Actual,365.4,USEPA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp5,lp5-TCC-1,South Fork Cottonwood Creek,ID17060305CL008_03,lp5-TCC-1-5/27/2005-13:00-SR,Sample-Routine,Water,Surface Water,5/27/2005,00:00.0,PST,NULL,NULL,IASCD 2007,Water Bottle,NULL,"Total Phosphorus, mixed forms",as P,NULL,0.38,mg/L,NULL,Unfiltered,Accepted,NULL,Actual,365.4,USEPA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp5,lp5-TCC-1,South Fork Cottonwood Creek,ID17060305CL008_03,lp5-TCC-1-6/23/2005-15:00-SR,Sample-Routine,Water,Surface Water,6/23/2005,00:00.0,PST,NULL,NULL,IASCD 2007,Water Bottle,NULL,"Total Phosphorus, mixed forms",as P,NULL,0.12,mg/L,NULL,Unfiltered,Accepted,NULL,Actual,365.4,USEPA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp5,lp5-TCC-1,South Fork Cottonwood Creek,ID17060305CL008_03,lp5-TCC-1-7/7/2005-13:30-SR,Sample-Routine,Water,Surface Water,7/7/2005,30:00.0,PST,NULL,NULL,IASCD 2007,Water Bottle,NULL,"Total Phosphorus, mixed forms",as P,NULL,0.12,mg/L,NULL,Unfiltered,Accepted,NULL,Actual,365.4,USEPA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp5,lp5-TCC-1,South Fork Cottonwood Creek,ID17060305CL008_03,lp5-TCC-1-10/18/2005-14:00-SR,Sample-Routine,Water,Surface Water,10/18/2005,00:00.0,PST,NULL,NULL,IASCD 2007,Water Bottle,NULL,"Total Phosphorus, mixed forms",as P,NULL,4.50E-02,mg/L,NULL,Unfiltered,Accepted,NULL,Actual,365.4,USEPA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp5,lp5-TCC-1,South Fork Cottonwood Creek,ID17060305CL008_03,lp5-TCC-1-11/3/2005-14:00-SR,Sample-Routine,Water,Surface Water,11/3/2005,00:00.0,PST,NULL,NULL,IASCD 2007,Water Bottle,NULL,"Total Phosphorus, mixed forms",as P,NULL,0.13,mg/L,NULL,Unfiltered,Accepted,NULL,Actual,365.4,USEPA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp5,lp5-TCC-1,South Fork Cottonwood Creek,ID17060305CL008_03,lp5-TCC-1-1/5/2006-13:30-SR,Sample-Routine,Water,Surface Water,1/5/2006,30:00.0,PST,NULL,NULL,IASCD 2007,Water Bottle,NULL,"Total Phosphorus, mixed forms",as P,NULL,0.12,mg/L,NULL,Unfiltered,Accepted,NULL,Actual,365.4,USEPA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp5,lp5-TCC-1,South Fork Cottonwood Creek,ID17060305CL008_03,lp5-TCC-1-1/20/2006-12:00-SR,Sample-Routine,Water,Surface Water,1/20/2006,00:00.0,PST,NULL,NULL,IASCD 2007,Water Bottle,NULL,"Total Phosphorus, mixed forms",as P,NULL,0.11,mg/L,NULL,Unfiltered,Accepted,NULL,Actual,365.4,USEPA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp5,lp5-TCC-1,South Fork Cottonwood Creek,ID17060305CL008_03,lp5-TCC-1-2/9/2006-16:00-SR,Sample-Routine,Water,Surface Water,2/9/2006,00:00.0,PST,NULL,NULL,IASCD 2007,Water Bottle,NULL,"Total Phosphorus, mixed forms",as P,NULL,6.60E-02,mg/L,NULL,Unfiltered,Accepted,NULL,Actual,365.4,USEPA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp5,lp5-TCC-1,South Fork Cottonwood Creek,ID17060305CL008_03,lp5-TCC-1-3/16/2006-13:30-SR,Sample-Routine,Water,Surface Water,3/16/2006,30:00.0,PST,NULL,NULL,IASCD 2007,Water Bottle,NULL,"Total Phosphorus, mixed forms",as P,NULL,0.17,mg/L,NULL,Unfiltered,Accepted,NULL,Actual,365.4,USEPA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp5,lp5-TCC-2,Long Haul Creek,ID17060305CL009_02,lp5-TCC-2-2/2/2005-15:00-SR,Sample-Routine,Water,Surface Water,2/2/2005,00:00.0,PST,NULL,NULL,IASCD 2007,Water Bottle,NULL,"Total Phosphorus, mixed forms",as P,NULL,5.60E-02,mg/L,NULL,Unfiltered,Accepted,NULL,Actual,365.4,USEPA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp5,lp5-TCC-2,Long Haul Creek,ID17060305CL009_02,lp5-TCC-2-2/15/2005-14:00-SR,Sample-Routine,Water,Surface Water,2/15/2005,00:00.0,PST,NULL,NULL,IASCD 2007,Water Bottle,NULL,"Total Phosphorus, mixed forms",as P,NULL,9.20E-02,mg/L,NULL,Unfiltered,Accepted,NULL,Actual,365.4,USEPA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp5,lp5-TCC-2,Long Haul Creek,ID17060305CL009_02,lp5-TCC-2-3/3/2005-12:30-SR,Sample-Routine,Water,Surface Water,3/3/2005,30:00.0,PST,NULL,NULL,IASCD 2007,Water Bottle,NULL,"Total Phosphorus, mixed forms",as P,NULL,4.20E-02,mg/L,NULL,Unfiltered,Accepted,NULL,Actual,365.4,USEPA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp5,lp5-TCC-2,Long Haul Creek,ID17060305CL009_02,lp5-TCC-2-3/16/2005-12:30-SR,Sample-Routine,Water,Surface Water,3/16/2005,30:00.0,PST,NULL,NULL,IASCD 2007,Water Bottle,NULL,"Total Phosphorus, mixed forms",as P,NULL,2.80E-02,mg/L,NULL,Unfiltered,Accepted,NULL,Actual,365.4,USEPA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp5,lp5-TCC-2,Long Haul Creek,ID17060305CL009_02,lp5-TCC-2-3/30/2005-16:00-SR,Sample-Routine,Water,Surface Water,3/30/2005,00:00.0,PST,NULL,NULL,IASCD 2007,Water Bottle,NULL,"Total Phosphorus, mixed forms",as P,NULL,0.31,mg/L,NULL,Unfiltered,Accepted,NULL,Actual,365.4,USEPA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp5,lp5-TCC-2,Long Haul Creek,ID17060305CL009_02,lp5-TCC-2-4/12/2005-16:00-SR,Sample-Routine,Water,Surface Water,4/12/2005,00:00.0,PST,NULL,NULL,IASCD 2007,Water Bottle,NULL,"Total Phosphorus, mixed forms",as P,NULL,0.26,mg/L,NULL,Unfiltered,Accepted,NULL,Actual,365.4,USEPA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp5,lp5-TCC-2,Long Haul Creek,ID17060305CL009_02,lp5-TCC-2-4/27/2005-14:00-SR,Sample-Routine,Water,Surface Water,4/27/2005,00:00.0,PST,NULL,NULL,IASCD 2007,Water Bottle,NULL,"Total Phosphorus, mixed forms",as P,NULL,0.15,mg/L,NULL,Unfiltered,Accepted,NULL,Actual,365.4,USEPA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp5,lp5-TCC-2,Long Haul Creek,ID17060305CL009_02,lp5-TCC-2-5/12/2005-13:00-SR,Sample-Routine,Water,Surface Water,5/12/2005,00:00.0,PST,NULL,NULL,IASCD 2007,Water Bottle,NULL,"Total Phosphorus, mixed forms",as P,NULL,0.53,mg/L,NULL,Unfiltered,Accepted,NULL,Actual,365.4,USEPA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp5,lp5-TCC-2,Long Haul Creek,ID17060305CL009_02,lp5-TCC-2-5/25/2005-16:00-SR,Sample-Routine,Water,Surface Water,5/25/2005,00:00.0,PST,NULL,NULL,IASCD 2007,Water Bottle,NULL,"Total Phosphorus, mixed forms",as P,NULL,0.35,mg/L,NULL,Unfiltered,Accepted,NULL,Actual,365.4,USEPA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp5,lp5-TCC-2,Long Haul Creek,ID17060305CL009_02,lp5-TCC-2-6/23/2005-16:00-SR,Sample-Routine,Water,Surface Water,6/23/2005,00:00.0,PST,NULL,NULL,IASCD 2007,Water Bottle,NULL,"Total Phosphorus, mixed forms",as P,NULL,0.11,mg/L,NULL,Unfiltered,Accepted,NULL,Actual,365.4,USEPA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp5,lp5-TCC-2,Long Haul Creek,ID17060305CL009_02,lp5-TCC-2-7/6/2005-16:30-SR,Sample-Routine,Water,Surface Water,7/6/2005,30:00.0,PST,NULL,NULL,IASCD 2007,Water Bottle,NULL,"Total Phosphorus, mixed forms",as P,NULL,0.19,mg/L,NULL,Unfiltered,Accepted,NULL,Actual,365.4,USEPA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp5,lp5-TCC-2,Long Haul Creek,ID17060305CL009_02,lp5-TCC-2-7/21/2005-14:00-SR,Sample-Routine,Water,Surface Water,7/21/2005,00:00.0,PST,NULL,NULL,IASCD 2007,Water Bottle,NULL,"Total Phosphorus, mixed forms",as P,NULL,0.26,mg/L,NULL,Unfiltered,Accepted,NULL,Actual,365.4,USEPA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp5,lp5-TCC-2,Long Haul Creek,ID17060305CL009_02,lp5-TCC-2-8/10/2005-12:00-SR,Sample-Routine,Water,Surface Water,8/10/2005,00:00.0,PST,NULL,NULL,IASCD 2007,Water Bottle,NULL,"Total Phosphorus, mixed forms",as P,NULL,0.36,mg/L,NULL,Unfiltered,Accepted,NULL,Actual,365.4,USEPA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp5,lp5-TCC-2,Long Haul Creek,ID17060305CL009_02,lp5-TCC-2-8/23/2005-14:00-SR,Sample-Routine,Water,Surface Water,8/23/2005,00:00.0,PST,NULL,NULL,IASCD 2007,Water Bottle,NULL,"Total Phosphorus, mixed forms",as P,NULL,0.38,mg/L,NULL,Unfiltered,Accepted,NULL,Actual,365.4,USEPA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp5,lp5-TCC-2,Long Haul Creek,ID17060305CL009_02,lp5-TCC-2-9/13/2005-14:00-SR,Sample-Routine,Water,Surface Water,9/13/2005,00:00.0,PST,NULL,NULL,IASCD 2007,Water Bottle,NULL,"Total Phosphorus, mixed forms",as P,NULL,0.28,mg/L,NULL,Unfiltered,Accepted,NULL,Actual,365.4,USEPA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp5,lp5-TCC-2,Long Haul Creek,ID17060305CL009_02,lp5-TCC-2-9/28/2005-14:00-SR,Sample-Routine,Water,Surface Water,9/28/2005,00:00.0,PST,NULL,NULL,IASCD 2007,Water Bottle,NULL,"Total Phosphorus, mixed forms",as P,NULL,0.36,mg/L,NULL,Unfiltered,Accepted,NULL,Actual,365.4,USEPA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
external,lp5,lp5-TCC-2,Long Haul Creek,ID17060305CL009_02,lp5-TCC-2-10/18/2005-13:00-SR,Sample-Routine,Water,Surface Water,10/18/2005,00:00.0,PST,NULL,NULL,IASCD 2007,Water Bottle,NULL,"Total Phosphorus, mixed forms",as P,NULL,8.90E-02,mg/L,NULL,Unfiltered,Accepted,NULL,Actual,365.4,USEPA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
