data_class,Project ID,Monitoring Location ID,Monitoring Location Name,AU,Activity ID,Activity Type,Activity Media Name,Activity Media Subdivision,Activity Start Date,Activity Start Time,Activity Start Time Zone,Activity Depth/Height Measure,Activity Depth/Height Unit,Sample Collection Method ID,Sample Collection Equipment Name,Sample Collection Equipment Comment,Characteristic Name,Method Speciation,Result Detection Condition,Result Value,Result Unit,Result Measure Qualifier,Result Sample Fraction,Result Status ID,Statistical Base Code,Result Value Type,Result Analytical Method ID,Result Analytical Method Context,Analysis Start Date,Result Detection/Quantitation Limit Type,Result Detection/Quantitation Limit Measure,Result Detection/Quantitation Limit Unit,Result Comment,Activity Comment,WQP Result ID
legacy,lp10,lp10-Below Outfall,Below Outfall,ID17060305CL010_02,lp10-Below Outfall-4/18/2000-8:35-SR,Sample-Routine,Water,Surface Water,4/18/2000,35:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,100,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Below Outfall,Below Outfall,ID17060305CL010_02,lp10-Below Outfall-5/2/2000-8:15-SR,Sample-Routine,Water,Surface Water,5/2/2000,15:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,180,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Below Outfall,Below Outfall,ID17060305CL010_02,lp10-Below Outfall-5/16/2000-9:00-SR,Sample-Routine,Water,Surface Water,5/16/2000,00:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,120,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Below Outfall,Below Outfall,ID17060305CL010_02,lp10-Below Outfall-5/30/2000-8:15-SR,Sample-Routine,Water,Surface Water,5/30/2000,15:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,2000,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Below Outfall,Below Outfall,ID17060305CL010_02,lp10-Below Outfall-6/13/2000-8:15-SR,Sample-Routine,Water,Surface Water,6/13/2000,15:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,280,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Below Outfall,Below Outfall,ID17060305CL010_02,lp10-Below Outfall-6/27/2000-8:20-SR,Sample-Routine,Water,Surface Water,6/27/2000,20:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,210,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Below Outfall,Below Outfall,ID17060305CL010_02,lp10-Below Outfall-7/11/2000--SR,Sample-Routine,Water,Surface Water,7/11/2000,NULL,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,650,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Below Outfall,Below Outfall,ID17060305CL010_02,lp10-Below Outfall-7/25/2000-8:10-SR,Sample-Routine,Water,Surface Water,7/25/2000,10:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,730,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Below Outfall,Below Outfall,ID17060305CL010_02,lp10-Below Outfall-8/8/2000-8:00-SR,Sample-Routine,Water,Surface Water,8/8/2000,00:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,820,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Below Outfall,Below Outfall,ID17060305CL010_02,lp10-Below Outfall-8/22/2000-8:55-SR,Sample-Routine,Water,Surface Water,8/22/2000,55:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,390,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Below Outfall,Below Outfall,ID17060305CL010_02,lp10-Below Outfall-9/5/2000-8:55-SR,Sample-Routine,Water,Surface Water,9/5/2000,55:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,2400,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Below Outfall,Below Outfall,ID17060305CL010_02,lp10-Below Outfall-9/19/2000-8:05-SR,Sample-Routine,Water,Surface Water,9/19/2000,05:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,1,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Below Outfall,Below Outfall,ID17060305CL010_02,lp10-Below Outfall-10/3/2000-8:05-SR,Sample-Routine,Water,Surface Water,10/3/2000,05:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,130,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Below Outfall,Below Outfall,ID17060305CL010_02,lp10-Below Outfall-11/16/2000-9:15-SR,Sample-Routine,Water,Surface Water,11/16/2000,15:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,20,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DDS,NULL
legacy,lp10,lp10-Below Outfall,Below Outfall,ID17060305CL010_02,lp10-Below Outfall-12/11/2000-10:45-SR,Sample-Routine,Water,Surface Water,12/11/2000,45:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,1400,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DDS,NULL
legacy,lp10,lp10-Below Outfall,Below Outfall,ID17060305CL010_02,lp10-Below Outfall-1/17/2001-10:45-SR,Sample-Routine,Water,Surface Water,1/17/2001,45:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,690,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DDS,NULL
legacy,lp10,lp10-Mouth,Mouth,ID17060305CL010_02T,lp10-Mouth-2/22/2000-6:50-SR,Sample-Routine,Water,Surface Water,2/22/2000,50:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,17,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Mouth,Mouth,ID17060305CL010_02T,lp10-Mouth-3/7/2000-7:05-SR,Sample-Routine,Water,Surface Water,3/7/2000,05:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,10,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Mouth,Mouth,ID17060305CL010_02T,lp10-Mouth-3/21/2000-6:45-SR,Sample-Routine,Water,Surface Water,3/21/2000,45:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,2,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Mouth,Mouth,ID17060305CL010_02T,lp10-Mouth-4/4/2000-6:50-SR,Sample-Routine,Water,Surface Water,4/4/2000,50:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,7,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Mouth,Mouth,ID17060305CL010_02T,lp10-Mouth-4/18/2000-6:50-SR,Sample-Routine,Water,Surface Water,4/18/2000,50:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,5,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Mouth,Mouth,ID17060305CL010_02T,lp10-Mouth-5/2/2000-7:00-SR,Sample-Routine,Water,Surface Water,5/2/2000,00:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,46,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Mouth,Mouth,ID17060305CL010_02T,lp10-Mouth-5/16/2000-6:45-SR,Sample-Routine,Water,Surface Water,5/16/2000,45:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,20,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Mouth,Mouth,ID17060305CL010_02T,lp10-Mouth-5/30/2000-6:50-SR,Sample-Routine,Water,Surface Water,5/30/2000,50:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,49,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Mouth,Mouth,ID17060305CL010_02T,lp10-Mouth-6/13/2000-6:45-SR,Sample-Routine,Water,Surface Water,6/13/2000,45:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,70,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Mouth,Mouth,ID17060305CL010_02T,lp10-Mouth-6/27/2000-7:00-SR,Sample-Routine,Water,Surface Water,6/27/2000,00:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,63,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Mouth,Mouth,ID17060305CL010_02T,lp10-Mouth-7/11/2000-7:00-SR,Sample-Routine,Water,Surface Water,7/11/2000,00:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,140,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Mouth,Mouth,ID17060305CL010_02T,lp10-Mouth-7/25/2000-6:30-SR,Sample-Routine,Water,Surface Water,7/25/2000,30:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,260,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Mouth,Mouth,ID17060305CL010_02T,lp10-Mouth-8/8/2000-6:55-SR,Sample-Routine,Water,Surface Water,8/8/2000,55:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,130,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Mouth,Mouth,ID17060305CL010_02T,lp10-Mouth-8/22/2000-7:00-SR,Sample-Routine,Water,Surface Water,8/22/2000,00:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,24,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Mouth,Mouth,ID17060305CL010_02T,lp10-Mouth-9/5/2000-7:00-SR,Sample-Routine,Water,Surface Water,9/5/2000,00:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,1300,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Mouth,Mouth,ID17060305CL010_02T,lp10-Mouth-9/19/2000-7:00-SR,Sample-Routine,Water,Surface Water,9/19/2000,00:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,83,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Mouth,Mouth,ID17060305CL010_02T,lp10-Mouth-10/3/2000-7:00-SR,Sample-Routine,Water,Surface Water,10/3/2000,00:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,120,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Mouth,Mouth,ID17060305CL010_02T,lp10-Mouth-11/16/2000-7:20-SR,Sample-Routine,Water,Surface Water,11/16/2000,20:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,26,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DDS,NULL
legacy,lp10,lp10-Mouth,Mouth,ID17060305CL010_02T,lp10-Mouth-12/11/2000-9:30-SR,Sample-Routine,Water,Surface Water,12/11/2000,30:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,38,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DDS,NULL
legacy,lp10,lp10-Mouth,Mouth,ID17060305CL010_02T,lp10-Mouth-1/17/2001-10:00-SR,Sample-Routine,Water,Surface Water,1/17/2001,00:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,5,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DDS,NULL
legacy,lp10,lp10-Outfall,Outfall,ID17060305CL010_02,lp10-Outfall-2/22/2000-9:10-SR,Sample-Routine,Water,Surface Water,2/22/2000,10:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,17,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Outfall,Outfall,ID17060305CL010_02,lp10-Outfall-3/7/2000-9:15-SR,Sample-Routine,Water,Surface Water,3/7/2000,15:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,5,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Outfall,Outfall,ID17060305CL010_02,lp10-Outfall-3/21/2000-9:15-SR,Sample-Routine,Water,Surface Water,3/21/2000,15:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,70,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Outfall,Outfall,ID17060305CL010_02,lp10-Outfall-4/4/2000-9:00-SR,Sample-Routine,Water,Surface Water,4/4/2000,00:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,84,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Outfall,Outfall,ID17060305CL010_02,lp10-Outfall-4/18/2000-9:00-SR,Sample-Routine,Water,Surface Water,4/18/2000,00:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,2,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Outfall,Outfall,ID17060305CL010_02,lp10-Outfall-5/2/2000-8:30-SR,Sample-Routine,Water,Surface Water,5/2/2000,30:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,3,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Outfall,Outfall,ID17060305CL010_02,lp10-Outfall-5/16/2000-9:10-SR,Sample-Routine,Water,Surface Water,5/16/2000,10:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,1,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Outfall,Outfall,ID17060305CL010_02,lp10-Outfall-5/30/2000-8:45-SR,Sample-Routine,Water,Surface Water,5/30/2000,45:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,1120,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Outfall,Outfall,ID17060305CL010_02,lp10-Outfall-6/13/2000-8:30-SR,Sample-Routine,Water,Surface Water,6/13/2000,30:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,3,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Outfall,Outfall,ID17060305CL010_02,lp10-Outfall-6/27/2000-8:30-SR,Sample-Routine,Water,Surface Water,6/27/2000,30:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,4,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Outfall,Outfall,ID17060305CL010_02,lp10-Outfall-7/11/2000--SR,Sample-Routine,Water,Surface Water,7/11/2000,NULL,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,46,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Outfall,Outfall,ID17060305CL010_02,lp10-Outfall-7/25/2000-8:20-SR,Sample-Routine,Water,Surface Water,7/25/2000,20:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,370,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Outfall,Outfall,ID17060305CL010_02,lp10-Outfall-8/8/2000-8:15-SR,Sample-Routine,Water,Surface Water,8/8/2000,15:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,90,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Outfall,Outfall,ID17060305CL010_02,lp10-Outfall-8/22/2000-9:00-SR,Sample-Routine,Water,Surface Water,8/22/2000,00:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,12,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Outfall,Outfall,ID17060305CL010_02,lp10-Outfall-9/5/2000-9:00-SR,Sample-Routine,Water,Surface Water,9/5/2000,00:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,110,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Outfall,Outfall,ID17060305CL010_02,lp10-Outfall-9/19/2000-8:20-SR,Sample-Routine,Water,Surface Water,9/19/2000,20:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,1,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Outfall,Outfall,ID17060305CL010_02,lp10-Outfall-10/3/2000-8:20-SR,Sample-Routine,Water,Surface Water,10/3/2000,20:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,4,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Outfall,Outfall,ID17060305CL010_02,lp10-Outfall-11/16/2000-9:30-SR,Sample-Routine,Water,Surface Water,11/16/2000,30:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,Present Below Quantification Limit,NULL,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,Practical Quantitation Limit,1,MPN/100 mL,NULL,DDS,NULL
legacy,lp10,lp10-Outfall,Outfall,ID17060305CL010_02,lp10-Outfall-12/11/2000-11:00-SR,Sample-Routine,Water,Surface Water,12/11/2000,00:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,1,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DDS,NULL
legacy,lp10,lp10-Outfall,Outfall,ID17060305CL010_02,lp10-Outfall-1/17/2001-11:00-SR,Sample-Routine,Water,Surface Water,1/17/2001,00:00.0,PST,NULL,NULL,NULL,NULL,NULL,Escherichia coli,NULL,NULL,9,mpn/100 mL,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DDS,NULL
legacy,lp10,lp10-Above Outfall,Above Outfall,ID17060305CL010_02,lp10-Above Outfall-2/22/2000--SR,Sample-Routine,Water,Surface Water,2/22/2000,NULL,PST,NULL,NULL,NULL,NULL,NULL,Turbidity,NULL,NULL,27,NTU,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Above Outfall,Above Outfall,ID17060305CL010_02,lp10-Above Outfall-3/7/2000-8:20-SR,Sample-Routine,Water,Surface Water,3/7/2000,20:00.0,PST,NULL,NULL,NULL,NULL,NULL,Turbidity,NULL,NULL,23,NTU,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Above Outfall,Above Outfall,ID17060305CL010_02,lp10-Above Outfall-3/21/2000-8:05-SR,Sample-Routine,Water,Surface Water,3/21/2000,05:00.0,PST,NULL,NULL,NULL,NULL,NULL,Turbidity,NULL,NULL,28,NTU,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Above Outfall,Above Outfall,ID17060305CL010_02,lp10-Above Outfall-4/4/2000-8:00-SR,Sample-Routine,Water,Surface Water,4/4/2000,00:00.0,PST,NULL,NULL,NULL,NULL,NULL,Turbidity,NULL,NULL,21.5,NTU,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Above Outfall,Above Outfall,ID17060305CL010_02,lp10-Above Outfall-4/18/2000-8:00-SR,Sample-Routine,Water,Surface Water,4/18/2000,00:00.0,PST,NULL,NULL,NULL,NULL,NULL,Turbidity,NULL,NULL,11,NTU,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Above Outfall,Above Outfall,ID17060305CL010_02,lp10-Above Outfall-5/2/2000-8:00-SR,Sample-Routine,Water,Surface Water,5/2/2000,00:00.0,PST,NULL,NULL,NULL,NULL,NULL,Turbidity,NULL,NULL,24,NTU,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Above Outfall,Above Outfall,ID17060305CL010_02,lp10-Above Outfall-5/16/2000-8:30-SR,Sample-Routine,Water,Surface Water,5/16/2000,30:00.0,PST,NULL,NULL,NULL,NULL,NULL,Turbidity,NULL,NULL,13.5,NTU,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Above Outfall,Above Outfall,ID17060305CL010_02,lp10-Above Outfall-5/30/2000-8:00-SR,Sample-Routine,Water,Surface Water,5/30/2000,00:00.0,PST,NULL,NULL,NULL,NULL,NULL,Turbidity,NULL,NULL,11,NTU,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Above Outfall,Above Outfall,ID17060305CL010_02,lp10-Above Outfall-6/13/2000-7:45-SR,Sample-Routine,Water,Surface Water,6/13/2000,45:00.0,PST,NULL,NULL,NULL,NULL,NULL,Turbidity,NULL,NULL,10,NTU,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Above Outfall,Above Outfall,ID17060305CL010_02,lp10-Above Outfall-6/27/2000-8:00-SR,Sample-Routine,Water,Surface Water,6/27/2000,00:00.0,PST,NULL,NULL,NULL,NULL,NULL,Turbidity,NULL,NULL,6,NTU,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Above Outfall,Above Outfall,ID17060305CL010_02,lp10-Above Outfall-7/11/2000-8:00-SR,Sample-Routine,Water,Surface Water,7/11/2000,00:00.0,PST,NULL,NULL,NULL,NULL,NULL,Turbidity,NULL,NULL,2.7,NTU,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
legacy,lp10,lp10-Above Outfall,Above Outfall,ID17060305CL010_02,lp10-Above Outfall-7/25/2000-8:00-SR,Sample-Routine,Water,Surface Water,7/25/2000,00:00.0,PST,NULL,NULL,NULL,NULL,NULL,Turbidity,NULL,NULL,3.9,NTU,NULL,NULL,Accepted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bob K. and DDS,NULL
